Episode,Chapter,Index,Name,Text
Turnabout samurai,2,37,Phoenix,(So Powers was in his dressing room sleeping... when he was supposed to be practicing! Talk about a laid-back hero...)
Turnabout samurai,2,38,Edgeworth,"If there was a run-through in the morning, why did you only get there after noon?"
Turnabout samurai,2,39,Oldbag,"I, well, I had some errands to run that morning."
Turnabout samurai,2,40,Phoenix,"What kind of ""errands""?"
Turnabout samurai,2,41,Oldbag,"Oh, well, you know."
Turnabout samurai,2,42,Phoenix,Answer the question!
Turnabout samurai,2,43,Oldbag,"Actually... I was watching poor Hammer and Powers. Observing, you know?"
Turnabout samurai,2,44,Phoenix,O-observing? Weren't you supposed to be at the guard station?
Turnabout samurai,2,45,Oldbag,"Whippersnapper! I told you I locked the gate, didn't I? I did my job!"
Turnabout samurai,2,46,Phoenix,(I'm not sure your boss would see it that way...)
Turnabout samurai,2,47,Oldbag,Anyway! I always watch Hammer's run-throughts. Always! Never missed one in all my years.
Turnabout samurai,2,48,Maya,Wow! I want to see a Steel Samurai run-through too!
Turnabout samurai,2,49,Phoenix,You could quit being a spirit medium and take up guard duty.
Turnabout samurai,2,50,Maya,Not a bad idea...
Turnabout samurai,2,51,Oldbag,"Anyway, it was 1:00 when I got to the guard station."
Turnabout samurai,2,52,Phoenix,Did you see the victim then?
Turnabout samurai,2,53,Oldbag,Did I see poor old Hammer? Nope. He'd already gone to the studio before I got back to the guard station.
Turnabout samurai,2,54,Edgeworth,Tell us what happened next.
Turnabout samurai,2,55,Oldbag,I was at the main gate from then until 5:00!
Turnabout samurai,2,56,Phoenix,So you were watching there the WHOLE time? No breaks? Not even a second?
Turnabout samurai,2,57,Oldbag,"O-of course! I am a professional, you know! Our are you criticizing how I do my job!? Whippersnapper!"
Turnabout samurai,2,58,Phoenix,"No, it's just, after seeing you eating those donuts in the guard station yesterday..."
Turnabout samurai,2,59,Oldbag,I can watch the gate and eat donuts at the same time! Snipperwhapper!
Turnabout samurai,2,60,Maya,"""Snipperwhapper""...? Old windbag is losing it, Nick."
Turnabout samurai,2,61,Phoenix,Why don't you raise an objection?
Turnabout samurai,2,62,Judge,"So, the witness was on duty through the afternoon, the whole time. Very well. What did you see?"
Turnabout samurai,2,63,Oldbag,"Now, the murder happened at 2:30 PM, right?"
Turnabout samurai,2,64,Phoenix,How did you know that?
Turnabout samurai,2,65,Oldbag,"Oh hoh hoh. I have my ways! That over-dressed young detective told me. I fed him some donuts and he talked and talked... If you ask me, that detective isn't cut out for his job."
Turnabout samurai,2,66,Edgeworth,...
Turnabout samurai,2,67,Phoenix,"(Poor Detective Gumshoe, getting chewed out by a security guard...)"
Turnabout samurai,2,68,Oldbag,"Interesting to me, because a certain man walked right by me at 2:00 PM."
Turnabout samurai,2,69,Phoenix,Holdit.gif
Turnabout samurai,2,70,Phoenix,2:00? You're sure?
Turnabout samurai,2,71,Oldbag,Sure as spit!
Turnabout samurai,2,72,Judge,"Well, who was the man!?"
Turnabout samurai,2,73,Oldbag,"Really, you should try not to get so excited at your age. You might strain something."
Turnabout samurai,2,74,Judge,...
Turnabout samurai,2,75,Oldbag,"Now, now, don't get your skivvies all in a bunch. I'll tell you who it was!"
Turnabout samurai,2,76,Oldbag,"It was Powers! That man right there, and he was heading toward the studio!"
Turnabout samurai,2,77,Phoenix,Holdit.gif
Turnabout samurai,2,78,Phoenix,So you saw Mr. Powers?
Turnabout samurai,2,79,Oldbag,"That's what I said! Got wax in your ears, sonny?"
Turnabout samurai,2,80,Maya,"Nick, this is your chance!"
Turnabout samurai,2,81,Phoenix,"Yeah, time to pull out the secret weapon..."
Turnabout samurai,2,82,Oldbag,I'll say it again! It was him!
Turnabout samurai,2,83,Phoenix,Objection.gif
Turnabout samurai,2,84,Phoenix,"Let me get this straight, old bag! Er, Ms. Oldbag! You've been saying since yesterday that you ""saw Mr. Powers,"" correct? But you're talking about the man in this photo, aren't you!"
Turnabout samurai,2,85,Judge,"J-just a moment, Mr. Wright. Let me see that photo! ... What is this, exactly?"
Turnabout samurai,2,86,Phoenix,"None other than the Steel Samurai, defender of Neo Olde Tokyo. Ms. Oldbag! Is this the ""Mr. Powers"" that you saw!?"
Turnabout samurai,2,87,Oldbag,"Of course! Didn't your momma teach you any sense, sonny? Anyone can plainly see that's Powers! Right?"
Turnabout samurai,2,88,Edgeworth,"Um, yeah. ... Umm... well. I wonder?"
Turnabout samurai,2,89,Phoenix,"True, Mr. Powers does play the role of the Steel Samurai! But that doesn't mean Mr. Powers IS the Steel Samurai!"
Turnabout samurai,2,90,Oldbag,...! I... I know that! I wasn't born yesterday!
Turnabout samurai,2,91,Judge,"No one in this court is accusing you of that, Ms... er, witness."
Turnabout samurai,2,92,Phoenix,"(He's having trouble calling her ""Oldbag"" apparently...)"
Turnabout samurai,2,93,Judge,"However, you do not have proof that the person in this photo is Mr. Will Powers, do you?"
Turnabout samurai,2,94,Oldbag,Humph! Nosy old man! Of course I have proof!
Turnabout samurai,2,95,Phoenix,What!?
Turnabout samurai,2,96,Edgeworth,Huh!?
Turnabout samurai,2,97,Phoenix,(Even Edgeworth is surprised!?)
Turnabout samurai,2,98,Edgeworth,The prosecution would like to ask the old... the witness. Please make known all the information in your possession ahead of time!
Turnabout samurai,2,99,Oldbag,"How was I to know everyone would be so nosy! You should be ashamed, all of you! Anyway, I showed that photo to the young detective. He told me ""this isn't any good as evidence, pal."" He didn't even give it a second look!"
Turnabout samurai,2,100,Edgeworth,...
Turnabout samurai,2,101,Phoenix,"(Wow, old windbag has left even Edgeworth speechless. She's good!)"
Turnabout samurai,2,102,Judge,"Let's hear about your proof, then."
Turnabout samurai,2,103,Oldbag,"I never say anything I don't mean, mind you!"
Turnabout samurai,2,104,Phoenix,Umm...
Turnabout samurai,2,105,Oldbag,Whippersnapper!
Turnabout samurai,2,106,Phoenix,"(Hey, I haven't said anything yet!)"
Turnabout samurai,2,107,Oldbag,"I'll have you know I'm not pointing fingers at anyone behind their backs! Everything I've said is on the straight and narrow! The up and up! Youth today! Always whining about each other, pointing fingers this way and that! It's enough to make an old lady want to cry..."
Turnabout samurai,2,108,Edgeworth,"Mr. Wright! Please, for all our sakes, try not to upset the witness!"
Turnabout samurai,2,109,Phoenix,(I think Edgeworth has met his match...)
Turnabout samurai,2,110,Oldbag,"That morning, during the run-through of the action scene..."
Turnabout samurai,2,111,Phoenix,Who was present at the run-through?
Turnabout samurai,2,112,Oldbag,"Well, let's see... There was Powers, he's the Steel Samurai... Then poor old Hammer, the Evil Magistrate. And... me."
Turnabout samurai,2,113,Judge,And what exactly were you doing?
Turnabout samurai,2,114,Oldbag,Observing! Just... observing.
Turnabout samurai,2,115,Phoenix,What about the assistant?
Turnabout samurai,2,116,Oldbag,"Oh, she was off moving backdrops around and such."
Turnabout samurai,2,117,Phoenix,"(So she didn't see the run-through, then...)"
Turnabout samurai,2,118,Oldbag,I saw Powers trip and fall!
Turnabout samurai,2,119,Phoenix,"""Trip and fall""...?"
Turnabout samurai,2,120,Oldbag,"Yes! And to think, he's supposed to be the Steel Samurai! What a laugh! So Powers sprained his ankle. I helped make it better for him, of course."
Turnabout samurai,2,121,Judge,You... helped make it better?
Turnabout samurai,2,122,Oldbag,I kissed it where it hurt.
Turnabout samurai,2,123,Judge,"L-let's just skip over that part, shall we?"
Turnabout samurai,2,124,Phoenix,Where was the assistant then?
Turnabout samurai,2,125,Oldbag,"Oh, her? She was cleaning up backdrops, I think. She didn't know about Powers's ankle."
Turnabout samurai,2,126,Phoenix,(Hmm...)
Turnabout samurai,2,127,Edgeworth,You may continue your testimony.
Turnabout samurai,2,128,Oldbag,"He broke one of the props, it was a big mess."
Turnabout samurai,2,129,Phoenix,He broke a prop?
Turnabout samurai,2,130,Oldbag,Sure did! His own Samurai Spear.
Turnabout samurai,2,131,Phoenix,(His Samurai Spear... the murder weapon!?)
Turnabout samurai,2,132,Oldbag,Luckily I was there with my duct tape to fix it.
Turnabout samurai,2,133,Phoenix,(This strikes me as a significant detail... I'd better write this down in the Court Record.)
Turnabout samurai,2,134,Oldbag,"Apparently, he sprained his ankle pretty bad."
Turnabout samurai,2,135,Phoenix,Was Mr. Powers' ankle badly sprained?
Turnabout samurai,2,136,Oldbag,Not so bad that he couldn't walk around. He went to his dressing room to rest up after lunch.
Turnabout samurai,2,137,Phoenix,(Thus the nap...)
Turnabout samurai,2,138,Oldbag,"Anyway, I saw him dragging his foot when he walked."
Turnabout samurai,2,139,Phoenix,(Dragging his foot... okay.)
Turnabout samurai,2,140,Oldbag,You can see he's dragging his leg! See? Clear as day!
Turnabout samurai,2,141,Phoenix,Are you absolutely sure? (Let's take a look at that picture again... Hmm... so he was walking strangely because he was injured...)
Turnabout samurai,2,142,Judge,Hmm. It does look like he was dragging his foot.
Turnabout samurai,2,143,Oldbag,See! And you didn't trust me! Whippersnapper!
Turnabout samurai,2,144,Oldbag,That's how I knew it was Powers. Happy?
Turnabout samurai,2,145,Phoenix,"Still, you can't look at this and say it's Mr. Powers!"
Turnabout samurai,2,146,Edgeworth,Objection.gif
Turnabout samurai,2,147,Edgeworth,"Yes, but only Mr. Powers would have been dragging his leg!"
Turnabout samurai,2,148,Judge,He has a point. It does seem quite likely that it was Powers.
Turnabout samurai,2,149,Phoenix,(There's got to be more to this. I'd better keep pressing her.)
Turnabout samurai,2,150,Edgeworth,"I think we've heard enough! Haven't we, Your Honor?"
Turnabout samurai,2,151,Judge,"Well, there is one thing that bothers me."
Turnabout samurai,2,152,Edgeworth,Which is?
Turnabout samurai,2,153,Judge,"Where is this ""Steel Samurai"" costume now?"
Turnabout samurai,2,154,Edgeworth,"Umm... hmm. Actually, well... We couldn't find it. We're looking, though."
Turnabout samurai,2,155,Judge,Hmm...
Turnabout samurai,2,156,Edgeworth,"Anyway, that's not important! The witness did see the Steel Samurai, yes. And it is clear that the person in the Steel Samurai suit was Mr. Will Powers!"
Turnabout samurai,2,157,Judge,Hmm... I suppose that's right.
Turnabout samurai,2,158,Phoenix,"(Are you sure you're sure, Your Honor?)"
Turnabout samurai,2,159,Phoenix,"Hold it right there! We keep talking possibilities, but we have to agree that this photo shows the Steel Samurai! Nowhere in this photo can we see Mr. Will Powers!"
Turnabout samurai,2,160,Judge,"Hmm... The defense has a point. I also wonder if someone else not caught on camera could have killed Mr. Hammer. We have to consider that possibility, also."
Turnabout samurai,2,161,Edgeworth,"Then allow me to remove that doubt from your mind, Your Honor..."
Turnabout samurai,2,162,Edgeworth,"Will the witness continue her testimony, please?"
Turnabout samurai,2,163,Oldbag,No need to ask twice!
Turnabout samurai,2,164,Oldbag,"The time of poor Hammer's death was 2:30 PM, true?"
Turnabout samurai,2,165,Phoenix,How do you know that?
Turnabout samurai,2,166,Oldbag,"Eh? Didn't I just explain? I gave donuts to the young detective. And the, after some rubbish about it being a ""secret, pal"" he told me everything."
Turnabout samurai,2,167,Phoenix,(I see Detective Gumshoe shares his fellow officer's fondness for donuts.)
Turnabout samurai,2,168,Oldbag,The only person I saw go to the studio before then was Will Powers!
Turnabout samurai,2,169,Phoenix,Holdit.gif
Turnabout samurai,2,170,Phoenix,Are you absolutely sure!?
Turnabout samurai,2,171,Oldbag,"Oh, quite, quite, sonny. Nobody suspicious lookin' passed by at all."
Turnabout samurai,2,172,Phoenix,(Nobody suspicious lookin'... Right.)
Turnabout samurai,2,173,Oldbag,No one else went there!
Turnabout samurai,2,174,Phoenix,Holdit.gif
Turnabout samurai,2,175,Phoenix,What about before you got to the guard station?
Turnabout samurai,2,176,Oldbag,"You mean before 1:00? Why, everyone was in the Employee Area before then. And I locked the main gate so no one could get in. Not to mention..."
Turnabout samurai,2,177,Oldbag,"If they had, I would have seen them!"
Turnabout samurai,2,178,Phoenix,Holdit.gif
Turnabout samurai,2,179,Phoenix,Are you sure!?
Turnabout samurai,2,180,Edgeworth,Objection.gif
Turnabout samurai,2,181,Edgeworth,The witness has answered the question! Anyone going into the studio had to pass by the witness!
Turnabout samurai,2,182,Oldbag,"That's right, sonny! You let 'em have it, Edgey-boy!"
Turnabout samurai,2,183,Phoenix,(E-Edgey-boy...?)
Turnabout samurai,2,184,Edgeworth,...
Turnabout samurai,2,185,Phoenix,Objection.gif
Turnabout samurai,2,186,Phoenix,"Hold on! Look at this photograph one more time. This photo was taken by the camera at the gate for the studios, correct?"
Turnabout samurai,2,187,Oldbag,"Yesiree, sonny."
Turnabout samurai,2,188,Phoenix,"So, whenever anyone passes by here, it automatically takes a picture?"
Turnabout samurai,2,189,Oldbag,And here I thought you didn't know your head from a hole in the ground.
Turnabout samurai,2,190,Phoenix,Right... Anyway! It's also true that the computer in the guard station records all security cam data.
Turnabout samurai,2,191,Oldbag,"Ooh! You know, if you wanted to work at the studio, we might have an opening."
Turnabout samurai,2,192,Phoenix,"That very computer printed out this photo. Note that on the back of the photo are printed the words: [Oct 15, 2:00 PM, Photo #2]"
Turnabout samurai,2,193,Oldbag,"Even I know that means it was taken at 2:00 PM on October the 15th! Really, sonny!"
Turnabout samurai,2,194,Phoenix,"Actually, I knew that too. The issure here is the bit at the end where it says: ""Photo #2""..."
Turnabout samurai,2,195,Oldbag,"""Photo #2""...?"
Turnabout samurai,2,196,Phoenix,"The computer only held data for one photo on that day. Don't you think that's odd? Shouldn't this photo be ""Photo #1"" if it really was the ONLY photo!?"
Turnabout samurai,2,197,Judge,"Order! Order! Please tell the court what you mean by this, Mr. Wright!"
Turnabout samurai,2,198,Phoenix,"Actually, that's what I want to ask the witness. This evidence shows that not one, but two people went to the studio that day. Yet there is only data for one of the photos! Who could have erased the data for the other photo? Only someone with access... the security lady herself!"
Turnabout samurai,2,199,Oldbag,"Eh!? You watch your mouth, whippersnapper! The only person I saw that day was Will Powers!"
Turnabout samurai,2,200,Phoenix,But the camera on the gate fired twice! That means two people went by!
Turnabout samurai,2,201,Oldbag,"Umm... well, yes... that's what it would seem to mean..."
Turnabout samurai,2,202,Judge,Can the witness explain this to the court?
Turnabout samurai,2,203,Oldbag,Umm... ahem. I-I don't understand these new-fangled computer things... Umm... E-Edgey-boy! Help!
Turnabout samurai,2,204,Edgeworth,"Huh!? B-believe me, I want to, but I don't know what this means either."
Turnabout samurai,2,205,Oldbag,Humph! Some help you are! You're a whippersnapper too! ... ... Whippersnapper...?
Turnabout samurai,2,206,Judge,"Something the matter, Ms. Oldbag?"
Turnabout samurai,2,207,Oldbag,Ah! That's right! I... I just remembered something!
Turnabout samurai,2,208,Judge,Let me guess... Someone else passed by the gate... someone other than the Steel Samurai?
Turnabout samurai,2,209,Oldbag,"Er... well, yes, I suppose you could put it that way."
Turnabout samurai,2,210,Judge,"*sigh* I see. Your testimony, please."
Turnabout samurai,2,211,Oldbag,"Every day, after I finish my guard duties, I have one other important job to do."
Turnabout samurai,2,212,Phoenix,"Another ""job""?"
Turnabout samurai,2,213,Oldbag,T-that's right. I check all the people that passed by the main gate that day. I look closely at every one of the photos that security camera takes.
Turnabout samurai,2,214,Edgeworth,Do you backup all of the security camera data?
Turnabout samurai,2,215,Oldbag,"Well, they keep telling me too, yes. But those computers are just so frustrating."
Turnabout samurai,2,216,Oldbag,I go through the photos recorded on the security computer and check them.
Turnabout samurai,2,217,Phoenix,"How many photos are there, usually?"
Turnabout samurai,2,218,Oldbag,"On a day when we're open to the public, we get more than 500 people. But on filming days or rehearsal days... well, we don't have much money. We never get more than 50, and that's a big day."
Turnabout samurai,2,219,Edgeworth,Do you backup all of the security camera data?
Turnabout samurai,2,220,Oldbag,"Well, they keep telling me too, yes. But those computers are just so frustrating."
Turnabout samurai,2,221,Oldbag,"I throw out any photos that aren't suspicious lookin', you see."
Turnabout samurai,2,222,Phoenix,"How exactly do you determine what isn't ""suspicious lookin'""?"
Turnabout samurai,2,223,Oldbag,"Oh, you can tell by looking at their faces. For the most part."
Turnabout samurai,2,224,Phoenix,"F-for the most part? This is a murder trial, Ms. Oldbag!"
Turnabout samurai,2,225,Oldbag,"Well, I didn't touch that suspicious lookin' Will Powers's photo, did I?"
Turnabout samurai,2,226,Phoenix,(I think she's missing the point.)
Turnabout samurai,2,227,Oldbag,"Come to think of it, now I remember throwing out one photo that day!"
Turnabout samurai,2,228,Phoenix,Holdit.gif
Turnabout samurai,2,229,Phoenix,"Well, who in the heck was in that photo you erased!?"
Turnabout samurai,2,230,Oldbag,Humph. A fanboy.
Turnabout samurai,2,231,Phoenix,F-fanboy?
Turnabout samurai,2,232,Oldbag,"Steel Samurai fanboys. Real freaks, if you ask me. They get information about the rehearsals from gosh-knows-where. They're always hanging about. One was there that day."
Turnabout samurai,2,233,Phoenix,Objection.gif
Turnabout samurai,2,234,Phoenix,"W-wait a second! Didn't you just say no one else could get in!? ""I locked the main gate so no one could get in""... Those were your words!"
Turnabout samurai,2,235,Oldbag,"Well! If you must know, there's a drain that goes into the Employee Area. The grate has been loose for a while. It leads outside, and well, that's where they come in."
Turnabout samurai,2,236,Phoenix,They come in through the drain?
Turnabout samurai,2,237,Oldbag,"I told you they were freaks. Oh, and..."
Turnabout samurai,2,238,Phoenix,And...?
Turnabout samurai,2,239,Oldbag,They're kids. Children. Whippersnappers.
Turnabout samurai,2,240,Phoenix,"K-kids!? So, on the photo that you erased...?"
Turnabout samurai,2,241,Oldbag,It was a boy. Probably 2nd or 3rd grade.
Turnabout samurai,2,242,Phoenix,Whaaaaaaaaaaaat!?
Turnabout samurai,2,243,Judge,"O-order! Order! Let me get this straight. You saw two people pass by the gate on their way to the studios that day? One was the Steel Samurai, dragging his leg. The other was a boy who looked to be in about 2nd or 3rd grade?"
Turnabout samurai,2,244,Oldbag,"Oh yes, well we see his type there every day. Can't stop 'em. Can't catch 'em."
Turnabout samurai,2,245,Edgeworth,"A boy in 2nd or 3rd grade? Hmm... I assume it would be hard, if not impossible for a young boy to wield the Samurai Spear?"
Turnabout samurai,2,246,Judge,"Impossible, I'd think. It's quite heavy."
Turnabout samurai,2,247,Oldbag,"Right! As I said, I didn't pay him much mind. That's why I erased the data."
Turnabout samurai,2,248,Maya,"Um, Nick? What's going on? I mean, the boy was there, that makes him a suspect!"
Turnabout samurai,2,249,Phoenix,"Yeah, and they're already trying to ""un-suspect"" him."
Turnabout samurai,2,250,Judge,I'd like to take a five minute recess. I want the defense and the prosecution to consider this new information... And no forgetting vital information this time!
Turnabout samurai,2,251,Phoenix,Mr. WP?
Turnabout samurai,2,252,Will,Y-yes?
Turnabout samurai,2,253,Phoenix,Tell me straight: were you really in your dressing room? You didn't go to the studio?
Turnabout samurai,2,254,Will,"I-I didn't go to the studio! I was s-sleeping, honest."
Turnabout samurai,2,255,Maya,"So who was the ""Steel Samurai"" in that security photo?"
Turnabout samurai,2,256,Will,"How should I know? The Steel Samurai costume was off in the corner of the dressing room. Anyone could have walked in and taken it, really."
Turnabout samurai,2,257,Maya,What!? You should take better care of that stuff!
Turnabout samurai,2,258,Will,I couldn't imagine anyone would want to steal a Steel Samurai costume! So... where does this leave me?
Turnabout samurai,2,259,Phoenix,It doesn't look good...
Turnabout samurai,2,260,Will,*sniff*
Turnabout samurai,2,261,Phoenix,"You're the only likely suspect, right now."
Turnabout samurai,2,262,Maya,Nick! W-what are we going to do!?
Turnabout samurai,2,263,Phoenix,"First, we play for more time. We'll start targeting someone else that could conceivably have done this!"
Turnabout samurai,2,264,Maya,Right! And it'll take them so long to shoot us down that we can get another day!
Turnabout samurai,2,265,Phoenix,"Right... but if we pick the wrong person, we might lose on the spot."
Turnabout samurai,2,266,Will,You... don't sound very optimistic.
Turnabout samurai,2,267,Phoenix,"I'm not optimistic at all, actually."
Turnabout samurai,2,268,Maya,"Hey, Nick. It's time."
Turnabout samurai,2,269,Phoenix,Okay. Let's go. *sigh*
Turnabout samurai,2,270,Will,What does that mean... Please don't sigh like that! *sniff*
Turnabout samurai,2,271,Judge,"The court will now reconvene for the trial of Mr. Will Powers. Mr. Edgeworth, will you present the prosecution's thoughts on this matter?"
Turnabout samurai,2,272,Edgeworth,"The prosecution's thoughts are simple. Nothing has changed. The other person who went to the studios was a boy of roughly 10 years of age. The photo we do have may not be hard evidence... But there is still no one else that could have committed this crime! I call for a verdict of ""guilty"" for the defendant, Mr. Will Powers!"
Turnabout samurai,2,273,Judge,"Hmm... Very well. Mr. Wright, your thoughts?"
Turnabout samurai,2,274,Phoenix,The defense disagrees with the prosecution's claim. There IS another person who could have committed this crime!
Turnabout samurai,2,275,Judge,"Order! Interesting... Let us hear who you have in mind! However... Be aware that this court does not look kindly on accusing the innocent. If you accuse someone who is obviously innocent, you will be penalized."
Turnabout samurai,2,276,Phoenix,(Right. Great. As if the stakes weren't high enough.)
Turnabout samurai,2,277,Judge,"So, who was this person other than Mr. Powers that could have committed murder?"
Turnabout samurai,2,278,Phoenix,It was the security lady! Wendy Oldbag!
Turnabout samurai,2,279,Oldbag,W-who!?
Turnabout samurai,2,280,Phoenix,"The Steel Samurai is dragging his leg in this picture. That means whoever was in the suit knew about that morning's injury. Maybe because... they had been watching the action scene run-through! There was only one person other than Powers and Hammer who knew about the injury. The security lady, Oldbag!"
Turnabout samurai,2,281,Oldbag,W-what!? Whippersnapper!
Turnabout samurai,2,282,Judge,"Order! Order! I-is this true, Oldbag!?"
Turnabout samurai,2,283,Oldbag,Oldbag!? That's Ms. Oldbag to you!
Turnabout samurai,2,284,Phoenix,"Ms. Oldbag was standing guard alone at the main gate. She was by herself... in other words, she has no alibi! She could have briefly left her post to steal the the Steel Samurai costume... Then slipped into Studio One, the scene of the murder!"
Turnabout samurai,2,285,Judge,W-why would she go through the trouble of wearing the Steel Samurai costume!?
Turnabout samurai,2,286,Phoenix,"Simple, Your Honor. She knew the camera at the gate would take her picture. If she was in his costume, she could point the finger at Mr. Powers!"
Turnabout samurai,2,287,Judge,"I see! Excellent deductive reasoning, Mr. Wright."
Turnabout samurai,2,288,Phoenix,"(Ohhh yeah, right here! Sherlock Holmes II, baby!) ...? (That's odd. Isn't this the part where Edgeworth pounces...? Doesn't he usually jump up with an objection and some new damning evidence...?)"
Turnabout samurai,2,289,Judge,"Well, Mr. Edgeworth? Does the prosecution have an opinion on this matter?"
Turnabout samurai,2,290,Edgeworth,... The prosecution has no meaningful objections at this time.
Turnabout samurai,2,291,Oldbag,"W-w-what!? What's that supposed to mean!? Oh, so you all think I did it? Is that it!? Edgey-boy! Don't just sit there, do something!"
Turnabout samurai,2,292,Phoenix,(What's my move? Maybe now's my chance to take this the whole way?)
Turnabout samurai,2,293,Phoenix,The very same reasoning that makes Mr. Powers a suspect in this case... can be used to cast doubt on Ms. Oldbag's actions on that day!
Turnabout samurai,2,294,Oldbag,B-but why would I do something so horrible to poor Hammer!?
Turnabout samurai,2,295,Phoenix,"You forget that Mr. Powers lacks a clear motive, too."
Turnabout samurai,2,296,Judge,Hmm... Indeed.
Turnabout samurai,2,297,Phoenix,(That did it. Now windbag is one of the suspects. No hard feelings... I hope.)
Turnabout samurai,2,298,Oldbag,Wait just a minute! What about the other person who went to the studio!? The boy! The one whose photo I erased!
Turnabout samurai,2,299,Judge,"He's only a grade schooler though, as you said. 2nd or 3rd grade, was it?"
Turnabout samurai,2,300,Oldbag,"Th-that doesn't matter! When I was that age, I could pin my old man in 10 seconds, tops!"
Turnabout samurai,2,301,Judge,"Hmm... Your thoughts, Mr. Wright?"
Turnabout samurai,2,302,Phoenix,That boy is not the killer.
Turnabout samurai,2,303,Oldbag,"What!? How can you be so sure! Oh, or is it be nice to the kids and mean to your elders day? Whippersnapper!"
Turnabout samurai,2,304,Phoenix,I have proof.
Turnabout samurai,2,305,Oldbag,P-proof!?
Turnabout samurai,2,306,Judge,"Indeed? Then let's see this proof, Mr. Wright. You have proof that shows the boy could not have committed this murder?"
Turnabout samurai,2,307,Phoenix,Takethat.gif
Turnabout samurai,2,308,Phoenix,"The scene of the murder, as we all know, was Studio One. However, you need a cardkey to enter Studio One! How could a boy with no formal relation to the studios have a cardkey!?"
Turnabout samurai,2,309,Judge,"I see! Well, would the witness care to comment on this?"
Turnabout samurai,2,310,Oldbag,Mrph.
Turnabout samurai,2,311,Phoenix,(The windbag... speechless. This has got to be a first.)
Turnabout samurai,2,312,Judge,"Very well! This court will suspend proceedings on the current trial for today. Mr. Edgeworth, please find out more about your witness, Ms. Windy... what was her name?"
Turnabout samurai,2,313,Edgeworth,"Something ""Oldbag,"" Your Honor."
Turnabout samurai,2,314,Judge,Then the prosecution will look further into this Oldbag before we continue! That is all. The court is adjourned!
Turnabout samurai,2,315,Oldbag,W-wait a second! I'm not going to just sit here while you run off barking up the wrong tree... me! I'm talking!
Turnabout samurai,2,316,Maya,"Oh, great, stop the presses! The windbag wants to talk!"
Turnabout samurai,2,317,Judge,Ms. Oldbag! What is this all about? Have you omitted something from your testimony?
Turnabout samurai,2,318,Oldbag,"Actually, if you must know, there's something I was told not to talk about."
Turnabout samurai,2,319,Phoenix,N-not to talk about?
Turnabout samurai,2,320,Edgeworth,By whom!?
Turnabout samurai,2,321,Phoenix,(Huh? You mean it wasn't Edgeworth who told her not to talk...?)
Turnabout samurai,2,322,Judge,"W-well, testify!"
Turnabout samurai,2,323,Oldbag,Global Studios wanted me to keep quiet about something.
Turnabout samurai,2,324,Phoenix,"So, you were told not to talk?"
Turnabout samurai,2,325,Oldbag,"That's right! By the studio and TV bigwigs, no less!"
Turnabout samurai,2,326,Edgeworth,Why didn't I hear about this!?
Turnabout samurai,2,327,Oldbag,"Don't be too hard on yourself, sonny. We were all in on it."
Turnabout samurai,2,328,Oldbag,There were... some other people at the studios on the day of the murder.
Turnabout samurai,2,329,Phoenix,W-who were these people!?
Turnabout samurai,2,330,Oldbag,"Well, the director and the producer, for starters..."
Turnabout samurai,2,331,Phoenix,The... director?
Turnabout samurai,2,332,Edgeworth,We should have known something was fishy! How could they have done a run-through of their action scene without a director? Of course!
Turnabout samurai,2,333,Oldbag,"Yes, well, I was surprised no one asked about it."
Turnabout samurai,2,334,Phoenix,"So, where were these people?"
Turnabout samurai,2,335,Oldbag,The director was in the Employee Area all morning for the run-through. He joined the producer around lunchtime and they had a meeting after that.
Turnabout samurai,2,336,Edgeworth,Where!
Turnabout samurai,2,337,Oldbag,"Oh, in the Studio Two trailer."
Turnabout samurai,2,338,Phoenix,S-Studio Two...!? (There was a Studio Two...?)
Turnabout samurai,2,339,Oldbag,"Well, if you look at the guidemap... Here it is. You go through the gate and all the way to the left."
Turnabout samurai,2,340,Phoenix,(The path where the monkey's head was fallen over.)
Turnabout samurai,2,341,Judge,"Well, Mr. Wright... Would you like to continue the cross-examination...?"
Turnabout samurai,2,342,Phoenix,"(I think I've already asked all my questions, but...)"
Turnabout samurai,2,343,Phoenix,"Your Honor. We have learned there were others at Global Studios on the day in question. The director and the producer and, er, some bigwigs, were all present. Yet, as we stand here, they have not been questioned! I hold that it is impossible to declare a verdict on the defendant, Mr. Powers!"
Turnabout samurai,2,344,Judge,"Hmm... The court acknowledges the defense's point. The prosecution will gather more information about the witness, Ms. Oldbag... and more information about these other people we have just been told of!"
Turnabout samurai,2,345,Edgeworth,"... I understand, Your Honor."
Turnabout samurai,2,346,Judge,This ends the day's proceedings in the trial of Mr. Will Powers. That is all. The court is adjourned!
Turnabout samurai,2,347,Will,"Th-thank you so much, Mr. Wright. I was right to ask you to defend me."
Turnabout samurai,2,348,Maya,"Aww, really, it's nothing. *grin* Oh, or should I... *sniff*"
Turnabout samurai,2,349,Phoenix,We'll be going down to the studios to do some more investigation. We have to find out more about this director and producer. They'll be turning up in the next trial as witnesses for certain. So now's my chance to get material for the cross-examination!
Turnabout samurai,2,350,Maya,"So, Nick... Have we figured out just who it was in that Steel Samurai costume? Could it really have been old windbag?"
Turnabout samurai,2,351,Phoenix,"What do you think, Mr. Powers?"
Turnabout samurai,2,352,Will,"I don't think it was her, really."
